epoch,acc,bal_acc,auc,prec,rec,f1,loss,epoch
0,0.5691859126091003,0.5,0.4537316858768463,0.5691859126091003,1.0,0.7254536747932434,0.0,0.0
1,0.5691859126091003,0.5,0.4774066209793091,0.5691859126091003,1.0,0.7254536747932434,0.0,1.0
2,0.5664947032928467,0.4990279972553253,0.4866347014904022,0.5687031745910645,0.9866035580635071,0.7215099334716797,0.0,2.0
3,0.5501233339309692,0.5073625445365906,0.5064185261726379,0.5736433863639832,0.8163908123970032,0.6738211512565613,0.0,3.0
4,0.5581969022750854,0.5247053503990173,0.532886266708374,0.5854392051696777,0.766745388507843,0.6639372110366821,0.0,4.0
5,0.5590939521789551,0.5465008616447449,0.5554196834564209,0.607357382774353,0.637509822845459,0.622068464756012,0.0,5.0
6,0.5747925639152527,0.5575071573257446,0.5706881284713745,0.613749086856842,0.6824271082878113,0.6462686061859131,0.0,6.0
7,0.5671675205230713,0.5620720386505127,0.5739887952804565,0.625,0.5988967418670654,0.6116700172424316,0.0,7.0
8,0.5678403377532959,0.5629161596298218,0.5763430595397949,0.6258755922317505,0.5985027551651001,0.6118832230567932,0.0,8.0
9,0.5705314874649048,0.5647107362747192,0.5833225250244141,0.62678062915802,0.606777012348175,0.6166166067123413,0.0,9.0
10,0.5712043046951294,0.5670101642608643,0.5856651663780212,0.6300914287567139,0.5973207354545593,0.6132685542106628,0.0,10.0
11,0.5647006034851074,0.5666754245758057,0.589301347732544,0.6352514624595642,0.552403450012207,0.5909377932548523,0.0,11.0
12,0.5732226967811584,0.5672013759613037,0.5933120250701904,0.6288032531738281,0.6107171177864075,0.6196283102035522,0.0,12.0
13,0.5772594809532166,0.571759819984436,0.5968989133834839,0.6332109570503235,0.6115051507949829,0.622168779373169,0.0,13.0
14,0.587127149105072,0.5755558609962463,0.6003613471984863,0.6315590739250183,0.6591804623603821,0.6450742483139038,0.0,14.0
15,0.586902916431427,0.5777000188827515,0.6050029993057251,0.6351981163024902,0.6442080140113831,0.6396713852882385,0.0,15.0
16,0.5855572819709778,0.5768977403640747,0.609831690788269,0.6349765062332153,0.63947993516922,0.6372202634811401,0.0,16.0
17,0.580399215221405,0.5837562084197998,0.6179147362709045,0.6534744501113892,0.5594956874847412,0.6028444170951843,0.0,17.0
18,0.593630850315094,0.5888621211051941,0.6283872723579407,0.6488925218582153,0.6233254671096802,0.6358520984649658,0.0,18.0
19,0.5967705845832825,0.5955432653427124,0.6338557004928589,0.6589347124099731,0.6044129133224487,0.6304973363876343,0.0,19.0
20,0.5978919267654419,0.5957057476043701,0.6350424289703369,0.6579058766365051,0.6115051507949829,0.6338574886322021,0.0,20.0
21,0.6019287109375,0.5952022075653076,0.6364600658416748,0.6522954106330872,0.6438140273094177,0.6480269432067871,0.0,21.0
22,0.5877999663352966,0.5950030088424683,0.6373363733291626,0.6702334880828857,0.5429471731185913,0.5999129414558411,0.0,22.0
23,0.6108993291854858,0.592578649520874,0.6405586004257202,0.6395550966262817,0.7249802947044373,0.6795937418937683,0.0,23.0
24,0.6059654355049133,0.6023550033569336,0.6417413949966431,0.6621004343032837,0.6284475922584534,0.6448352336883545,0.0,24.0
25,0.6057412028312683,0.6043093204498291,0.6441645622253418,0.6666666865348816,0.6146572232246399,0.6396064162254333,0.0,25.0
26,0.6070867776870728,0.6067569255828857,0.6455556154251099,0.6704249978065491,0.6091410517692566,0.6383154392242432,0.0,26.0
27,0.6082081198692322,0.597174882888794,0.6465765237808228,0.6495274305343628,0.676910936832428,0.6629365086555481,0.0,27.0
28,0.595649242401123,0.6036698818206787,0.6468504667282104,0.6805896759033203,0.545705258846283,0.6057292222976685,0.0,28.0
29,0.6050683856010437,0.6058064103126526,0.6490570902824402,0.6710700392723083,0.6004728078842163,0.6338116526603699,0.0,29.0
30,0.6124691367149353,0.6070557236671448,0.6491546034812927,0.6639676094055176,0.6461780667304993,0.6549520492553711,0.0,30.0
31,0.6041713356971741,0.6068533658981323,0.6501637697219849,0.674966037273407,0.5874704718589783,0.6281862258911133,0.0,31.0
32,0.608432412147522,0.6067366600036621,0.6497271656990051,0.6685106158256531,0.6189913153648376,0.642798662185669,0.0,32.0
33,0.6061897277832031,0.6053993701934814,0.6508435606956482,0.6685344576835632,0.6111111044883728,0.6385343670845032,0.0,33.0
34,0.6079838275909424,0.604001522064209,0.6508774757385254,0.6630883812904358,0.6327817440032959,0.6475807428359985,0.0,34.0
35,0.6117963790893555,0.6060217618942261,0.6500304341316223,0.6626360416412354,0.6477541327476501,0.6551105380058289,0.0,35.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 50
batch_size: 8
seed: 3435
patience: 5
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\datasets
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv3
target: emots
debug: False
dataset: SCAR
max_tokens: 512
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
