epoch,acc,bal_acc,auc,prec,rec,spec,f1,loss,ppv,npv,tp,fp,tn,fn
0,0.8021978139877319,0.7257295846939087,0.7257295846939087,0.05849889665842056,0.6463414430618286,0.805117666721344,0.1072874516248703,0.0,0.05849889624724062,0.9918378834787503,53.0,853.0,3524.0,29.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 1
batch_size: 8
seed: 3435
patience: 10
monitor_metric: bal_acc
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp_data\data
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv4
target: dspln_PSYCHIATRY_60
table: bow_c_choose
dataset: SCAR
debug: False
max_tokens: 5000
use_idf: True
classifier: l2logreg
rf_estimators: 50
elnet_l1_ratio: 0.67
elnet_alpha: 0.1
elnet_power_t: 0.01
gbdt_estimators: 100
gbdt_lr: 0.1
gbdt_max_depth: 3
l2logreg_c: 0.2
run_name: BoW_20220131-1913
results_dir_target: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dspln_PSYCHIATRY_60
results_dir_model: C:\Users\jjnunez\PycharmProjects\scar_nlp\results\dspln_PSYCHIATRY_60\BoW
