epoch,acc,bal_acc,auc,prec,rec,f1,loss,epoch
0,0.5053571462631226,0.5,0.5713441371917725,0.0,0.0,0.0,0.0,0.0
1,0.5067856907844543,0.5015818476676941,0.5498526692390442,0.550000011920929,0.01588447578251362,0.030877193436026573,0.0,1.0
2,0.556071400642395,0.5529703497886658,0.5925616025924683,0.6207482814788818,0.2635379135608673,0.36999496817588806,0.0,2.0
3,0.5703571438789368,0.5666071176528931,0.6516347527503967,0.7177033424377441,0.2166064977645874,0.3327786922454834,0.0,3.0
4,0.6017857193946838,0.5986363291740417,0.6947932243347168,0.7351916432380676,0.3046931326389313,0.43083202838897705,0.0,4.0
5,0.6635714173316956,0.6620861887931824,0.7368906736373901,0.7199602723121643,0.5234656929969788,0.6061872839927673,0.0,5.0
6,0.7007142901420593,0.6998533010482788,0.7819305658340454,0.7339606285095215,0.6194945573806763,0.671887218952179,0.0,6.0
7,0.7239285707473755,0.722515344619751,0.8066635131835938,0.798828125,0.5906137228012085,0.6791200041770935,0.0,7.0
8,0.7464285492897034,0.7456110715866089,0.8199824094772339,0.7862595319747925,0.6693140864372253,0.7230889797210693,0.0,8.0
9,0.760357141494751,0.7598665952682495,0.8300253748893738,0.782436728477478,0.7140794396400452,0.7466968297958374,0.0,9.0
10,0.7607142925262451,0.759492814540863,0.8390978574752808,0.8331779837608337,0.645487368106842,0.7274206280708313,0.0,10.0
11,0.7692857384681702,0.768623948097229,0.8473048806190491,0.8031173348426819,0.7068592309951782,0.7519201040267944,0.0,11.0
12,0.7746428847312927,0.7738324403762817,0.8547277450561523,0.8194915056228638,0.6981949210166931,0.7539961338043213,0.0,12.0
13,0.7850000262260437,0.7846538424491882,0.8612473011016846,0.8009223937988281,0.7523465752601624,0.7758749723434448,0.0,13.0
14,0.7814285755157471,0.780745267868042,0.8664122223854065,0.8186314702033997,0.7169675230979919,0.7644341588020325,0.0,14.0
15,0.7971428632736206,0.796851634979248,0.8710846900939941,0.8106464147567749,0.769675076007843,0.7896295785903931,0.0,15.0
16,0.7942857146263123,0.7938870191574097,0.8752221465110779,0.8142968416213989,0.7566787004470825,0.7844310998916626,0.0,16.0
17,0.7978571653366089,0.7975354194641113,0.8787682056427002,0.8133129477500916,0.7675090432167053,0.789747416973114,0.0,17.0
18,0.7975000143051147,0.7974499464035034,0.8817152380943298,0.7968069911003113,0.792779803276062,0.7947883009910583,0.0,18.0
19,0.7960714101791382,0.7961053848266602,0.8839086294174194,0.7907142639160156,0.7992779612541199,0.7949730753898621,0.0,19.0
20,0.8046428561210632,0.8040884733200073,0.8855011463165283,0.8362760543823242,0.7523465752601624,0.7920942306518555,0.0,20.0
21,0.8035714030265808,0.8031355738639832,0.8869362473487854,0.8269381523132324,0.7624548673629761,0.7933884263038635,0.0,21.0
22,0.8064285516738892,0.8062533140182495,0.888507068157196,0.8133829236030579,0.7898917198181152,0.8014652132987976,0.0,22.0
23,0.8032143115997314,0.8035246133804321,0.8896572589874268,0.7832880616188049,0.8324909806251526,0.8071403503417969,0.0,23.0
24,0.8067857027053833,0.8068056106567383,0.8907124400138855,0.8022922873497009,0.8086642622947693,0.8054656982421875,0.0,24.0
25,0.8107143044471741,0.8104782700538635,0.8920192122459412,0.821670413017273,0.7884476780891418,0.8047162890434265,0.0,25.0
26,0.8110714554786682,0.8112525939941406,0.8928933143615723,0.7976356148719788,0.8281588554382324,0.8126107454299927,0.0,26.0
27,0.8053571581840515,0.804680347442627,0.891873300075531,0.8459637761116028,0.7415162324905396,0.7903038859367371,0.0,27.0
28,0.8114285469055176,0.8113763332366943,0.8934829235076904,0.811183750629425,0.8064981698989868,0.8088341355323792,0.0,28.0
29,0.8139285445213318,0.8138344883918762,0.8934565782546997,0.816251814365387,0.8050541281700134,0.810614287853241,0.0,29.0
30,0.8107143044471741,0.8107767701148987,0.8928344249725342,0.8038379549980164,0.8166065216064453,0.810171902179718,0.0,30.0
31,0.8096428513526917,0.8099156618118286,0.8933178186416626,0.7913816571235657,0.8353790640830994,0.8127853870391846,0.0,31.0
32,0.8121428489685059,0.8117538690567017,0.8924086093902588,0.8332040309906006,0.7754512429237366,0.8032909631729126,0.0,32.0
33,0.8096428513526917,0.8097013831138611,0.8921013474464417,0.8029872179031372,0.8151624798774719,0.8090289831161499,0.0,33.0
34,0.8075000047683716,0.8070989847183228,0.8913425803184509,0.8289269208908081,0.769675076007843,0.7982028722763062,0.0,34.0

Run Arguments:
cuda: True
gpu: 0
cuda_block: False
epochs: 50
batch_size: 8
seed: 3435
patience: 5
log_every: 10
imbalance_fix: loss_weight
data_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\datasets
results_dir: C:\Users\jjnunez\PycharmProjects\scar_nlp\results
data_version: ppv3
target: 36mo_err_surv
debug: False
dataset: SCAR
max_tokens: 512
lr: 1e-05
weight_decay: 0
pretrained_dir: C:\Users\jjnunez\PycharmProjects\hedwig-data\models
pretrained_file: bert-base-uncased
device: cuda:0
